# 聚簇散点（70% 落在 40N/100E 半径 35° 的球冠内），3000 点
# 用途: 对比 voronoi 与 uniform 两种积分元（uniform 会明显变差）
# 建议: 积分元规则 = voronoi（因为全球都有覆盖）
lon,lat,value
63.47712524,38.71428558,0.2075168182
75.55667852,29.79139639,-0.4972707915
81.08842748,54.7435775,-0.4157213058
113.3638533,32.35372211,-0.4536642092
70.40512668,40.49035623,-0.1884727221
107.583639,37.79383324,-0.5127611446
131.5956826,53.56481653,-1.282813319
123.6763852,24.87258031,-0.03248449995
140.5495147,37.27367085,-0.5071905917
89.0157,38.23301194,-0.4583139346
74.64591416,40.37654148,-0.3947778903
86.04298551,28.30011948,-0.6435412673
103.159855,26.1587147,-1.029055799
128.8008969,69.66124962,-1.300353629
85.96110179,20.55803282,-0.6748013458
97.92746861,56.07632747,-0.4982879815
103.5165782,24.69742455,-1.0936259
119.7479735,34.63880974,-0.2978799573
147.4727662,48.3654505,-1.321605304
109.8807587,24.47027034,-0.8349853992
85.51441521,58.66643774,-0.5604244052
112.6129483,12.70343877,-0.9687083013
89.26163342,11.96650896,-0.7852739683
78.55346436,39.74927708,-0.4763702736
111.5288393,51.63208858,-1.018369989
89.0173197,16.6264015,-0.8185968904
84.3872916,14.17074699,-0.5639471086
132.136167,67.48503755,-1.331261858
65.31916824,28.53854702,-0.01714276715
135.4298991,59.19116853,-1.290583864
128.2260705,27.71178313,0.06771804964
146.6793271,45.83278256,-1.253239446
119.0386382,22.3031024,-0.3163472572
130.5997327,29.77016484,0.03377851929
78.93138546,49.33763684,-0.3058510809
138.3896917,59.1423952,-1.340061894
95.77871006,63.09889078,-0.7493907944
99.71303171,18.01592334,-1.291232778
119.8407287,17.79374887,-0.3398170638
64.11479594,43.06682441,0.2018393834
72.55951746,21.10483531,-0.1627836385
95.78927102,7.009330738,-1.018022171
104.4987563,52.33851575,-0.6878472735
79.02236123,10.73157325,-0.3244139201
100.2697123,57.71124458,-0.6143121151
139.4944554,51.96616297,-1.30144153
125.5809297,15.10102397,0.00164084481
127.5935424,39.97839079,-0.6127433715
77.48116536,24.86555745,-0.4286435715
65.47462139,24.4447533,0.08427446732
131.461101,34.14375785,-0.1793122281
79.52876966,20.51898643,-0.4312571386
71.63974858,62.08783228,-0.6492030564
74.85989169,46.57768348,-0.2815582089
103.1575974,50.3087814,-0.5825530844
96.55383683,42.81422146,-0.2456411253
95.03599498,33.93706947,-0.6225158214
96.33378768,11.39978293,-1.043732131
135.1383383,65.85020998,-1.382063396
121.7209445,25.73992127,-0.1523969701
127.1006224,28.5569357,0.01615702642
103.1472796,27.13173316,-0.9950430673
73.07902582,25.32140131,-0.3200266505
106.2821181,24.98444162,-0.9799256753
133.9777022,28.64146543,0.1060431215
98.60521256,14.75058084,-1.213516122
111.0335391,7.877025158,-1.147892537
138.3201335,60.24068238,-1.374820204
75.51006496,63.17560977,-0.7324176941
118.6995966,17.68832551,-0.4243267346
103.0967904,25.77261897,-1.045471579
132.4414097,58.72731898,-1.265834958
