# 全球准均匀散点（Fibonacci，3000 点），真值带限 20 阶 + 1% 噪声
# 建议: 积分元规则 = voronoi
lon,lat,value
0,88.52058824,-1.358110419
222.4922359,87.43744127,-1.485527175
84.9844719,86.69156701,-1.461125089
307.4767078,86.08519166,-1.245019135
169.9689438,85.56077773,-1.67459994
32.46117975,85.09198212,-1.267785538
254.9534157,84.66412518,-1.385480185
117.4456516,84.26803203,-1.572723112
339.9378876,83.89751444,-1.141773641
202.4301235,83.54816457,-1.686384695
64.9223595,83.21671109,-1.350678385
287.4145954,82.90064689,-1.19172196
149.9068314,82.59800031,-1.725164262
12.39906735,82.30718755,-1.081472957
234.8913033,82.02691357,-1.530079902
97.38353925,81.7561034,-1.440699318
319.8757752,81.49385305,-1.05651818
182.3680111,81.23939374,-1.871872667
44.8602471,80.99206516,-1.180656922
267.352483,80.75129521,-1.296427723
129.844719,80.51658429,-1.592230139
352.3369549,80.28749311,-0.9029269171
214.8291909,80.06363293,-1.736017093
77.32142685,79.84465778,-1.321615638
299.8136628,79.63025817,-1.059124101
162.3058987,79.4201559,-1.902021637
24.7981347,79.21409982,-0.9443434225
247.2903706,79.01186227,-1.462676714
109.7826066,78.81323612,-1.402682258
332.2748425,78.61803229,-0.8212627485
194.7670785,78.42607758,-1.925283494
57.25931445,78.23721291,-1.15564728
279.7515504,78.05129174,-1.162348744
142.2437863,77.8681787,-1.692311339
4.736022299,77.68774849,-0.6446268985
227.2282582,77.50988482,-1.6798267
89.7204942,77.33447954,-1.295923148
312.2127301,77.16143186,-0.8508858386
174.7049661,76.99064768,-2.006312288
37.19720205,76.82203899,-0.887263694
259.689438,76.65552329,-1.361928232
122.1816739,76.49102316,-1.383360101
344.6739099,76.32846585,-0.5208072138
207.1661458,76.16778282,-1.867000068
69.6583818,76.00890948,-1.166792891
292.1506177,75.85178485,-0.9489652573
154.6428537,75.69635128,-1.856444773
17.13508965,75.54255421,-0.5134903297
239.6273256,75.39034194,-1.590320458
102.1195615,75.23966542,-1.224001551
324.6117975,75.09047807,-0.542481978
187.1040334,74.94273561,-2.042700398
49.5962694,74.79639591,-0.9373655127
272.0885053,74.65141881,-1.143861964
134.5807413,74.50776605,-1.504552363
357.0729772,74.3654011,-0.214834394
219.5652132,74.22428908,-1.79079548
82.05744915,74.08439666,-1.162236904
304.5496851,73.94569193,-0.7065688029
167.041921,73.80814434,-2.027918202
29.534157,73.67172465,-0.5402805243
252.0263929,73.5364048,-1.439289722
114.5186289,73.40215786,-1.183271169
337.0108648,73.26895801,-0.1475966896
199.5031008,73.1367804,-1.95032098
61.99533675,73.00560117,-1.002905317
284.4875727,72.87539737,-0.8876522256
